lattice-181
83,02310031322
78,02310111021
72,02310032301
72,02310011033
48,02310211132
42,02310011030
42,02132333230
41,02310031021
38,02310300123
38,02310021321
37,02310120322
36,02310132312
36,02310132300
36,02310111211
34,02310101010
33,02132333023
33,02132331202
31,02310201033
29,02310023332
25,02311200123
25,02311000132
25,02310010110
25,02132231322
24,02310030303
22,02310211120
22,02310133032
22,02310133012
22,02310103303
22,02310103123
20,02310132032
19,02310300013
19,02310021122
18,02310310300
18,02310132023
18,02310120120
18,02310021201
17,02310102323
17,02310003213
16,02310130232
16,02310130100
16,02310103023
15,02133222132
15,02133222122
14,02310032222
14,02132223300
13,02310032230
13,02310012030
12,02310212010
12,02310110110
12,02132230232
11,02132221313
10,02310301330
10,02310010322
9,02310301131
9,02310112030
9,02310101002
9,02310101000
9,02132322332
8,02310102210
8,02310102132
8,02310003032
7,02310301021
7,02310130030
5,02310010101
lattice-189
58,02132333331
54,02310111002
43,02310030321
42,02310210323
41,02310300300
41,02310031003
40,02310113122
39,02311022300
38,02310311201
38,02310102102
33,02310123211
33,02133222200
32,02132323032
32,02132320211
31,02132332022
30,02132223113
29,02310023333
25,02132231323
24,02310201030
24,02310201000
24,02310023230
22,02310110133
22,02310033103
21,02311200012
21,02310120222
20,02311000330
20,02310213130
19,02310112012
18,02311022121
18,02311022000
18,02310312102
18,02310310301
18,02310132200
18,02310101203
18,02132323303
17,02310313101
17,02310121321
17,02310101330
17,02310003031
17,02310001302
17,02310001301
17,02133220222
16,02310203020
16,02310132231
15,02310131123
13,02310033331
12,02310212001
12,02132232233
12,02132232223
11,02132232203
10,02310313020
10,02310311222
10,02310303101
10,02310103111
9,02310303112
9,02310132022
9,02310123323
9,02310112300
9,02310112212
9,02132323222
8,02310102123
8,02310003220
